Symbol(CUSIP),Security Description,Quantity,Date Acquired,Date Sold,Proceeds,Cost Basis,Short Term Gain/Loss,Long Term Gain/Loss
NFLX(64110L106),"NETFLIX COM INC COM",50.00000,04/16/2018,04/17/2018,"$16471.40 ","$16304.95 ","$166.45 ",-
NLSN181116C21(3685599JH),"CALL (NLSN) NIELSEN HLDGS PLC NOV 16 18 $21 (100 SHS)",3.00000,08/13/2018,08/14/2018,"$1646.44 ","$1291.00 ","$355.44 ",-
NLSN181116C21(3685599JH),"CALL (NLSN) NIELSEN HLDGS PLC NOV 16 18 $21 (100 SHS)",6.00000,08/13/2018,08/14/2018,"$3292.88 ","$2560.11 ","$732.77 ",-
NLSN181116C21(3685599JH),"CALL (NLSN) NIELSEN HLDGS PLC NOV 16 18 $21 (100 SHS)",1.00000,08/13/2018,08/14/2018,"$548.81 ","$430.68 ","$118.13 ",-
NUGT(25460E844),"DIREXION SHS ETF TR DLY GOLD INDX 3X",150.00000,02/16/2018,04/11/2018,"$4002.43 ","$4324.79 ","($322.36)",-
NUGT(25460E844),"DIREXION SHS ETF TR DLY GOLD INDX 3X",150.00000,04/09/2018,04/11/2018,"$4002.43 ","$3585.45 ","$416.98 ",-
NUGT(25460E844),"DIREXION SHS ETF TR DLY GOLD INDX 3X",290.00000,02/16/2018,03/07/2018,"$6719.48 ","$8374.26 ","($1654.78)",-
NUGT(25460E844),"DIREXION SHS ETF TR DLY GOLD INDX 3X",60.00000,02/16/2018,03/06/2018,"$1503.76 ","$1732.60 ","($228.84)",-
NUGT180223C30(3535519DX),"CALL (NUGT) DIREXION SHS ETF TR FEB 23 18 $30 (100 SHS)",5.00000,02/14/2018,02/20/2018,"$546.59 ","$45.19 ","$501.40 ",-
NUGT180302C25(3542279QK),"CALL (NUGT) DIREXION SHS ETF TR MAR 02 18 $25 (100 SHS)",10.00000,02/27/2018,03/02/2018,"$47.12 ","$291.83 ","($244.71)",-
NUGT180302C25(3542279QK),"CALL (NUGT) DIREXION SHS ETF TR MAR 02 18 $25 (100 SHS)",10.00000,03/01/2018,03/02/2018,"$47.11 ","$55.33 ","($8.22)",-
NUGT180309C25(3574099GC),"CALL (NUGT) DIREXION SHS ETF TR MAR 09 18 $25 (100 SHS)",10.00000,02/27/2018,03/06/2018,"$838.15 ","$571.83 ","$266.32 ",-
NUGT180309P26(3574099QQ),"PUT (NUGT) DIREXION SHS ETF TR MAR 09 18 $26 (100 SHS)",5.00000,02/28/2018,03/02/2018,"$1591.57 ","$1408.39 ","$183.18 ",-
NUGT180413C27(3615559IC),"CALL (NUGT) DIREXION SHS ETF TR APR 13 18 $27 (100 SHS)",3.00000,04/11/2018,04/13/2018,"$133.98 ","$152.06 ","($18.08)",-
NUGT180817C21(3716869EA),"CALL (NUGT) DIREXION SHS ETF TR AUG 17 18 $21 (100 SHS)",1.00000,07/23/2018,08/17/2018,"$0.00 ","$159.64 ","($159.64)",-
NUGT180817C21(3716869EA),"CALL (NUGT) DIREXION SHS ETF TR AUG 17 18 $21 (100 SHS)",4.00000,07/26/2018,08/17/2018,"$0.00 ","$567.70 ","($567.70)",-
NUGT181019C21(3797909EE),"CALL (NUGT) DIREXION SHS ETF TR OCT 19 18 $21 (100 SHS)",1.00000,07/30/2018,10/19/2018,"$0.00 ","$219.64 ","($219.64)",-
NUGT181019C21(3797909EE),"CALL (NUGT) DIREXION SHS ETF TR OCT 19 18 $21 (100 SHS)",9.00000,08/24/2018,10/19/2018,"$0.00 ","$236.11 ","($236.11)",-
NUGT181019C21(3797909EE),"CALL (NUGT) DIREXION SHS ETF TR OCT 19 18 $21 (100 SHS)",10.00000,08/27/2018,10/19/2018,"$0.00 ","$251.79 ","($251.79)",-
NUGT181019C21(3797909EE),"CALL (NUGT) DIREXION SHS ETF TR OCT 19 18 $21 (100 SHS)",80.00000,09/10/2018,10/19/2018,"$0.00 ","$422.74 ","($422.74)",-
NUGT190315C12(3797909OM),"CALL (NUGT) DIREXION SHS ETF TR MAR 15 19 $12 (100 SHS)",5.00000,08/16/2018,10/18/2018,"$2641.59 ","$1905.90 ","$735.69 ",-
NUGT190315C12(3797909OM),"CALL (NUGT) DIREXION SHS ETF TR MAR 15 19 $12 (100 SHS)",4.00000,08/16/2018,10/18/2018,"$2165.23 ","$1524.71 ","$640.52 ",-
NUGT190315C12(3797909OM),"CALL (NUGT) DIREXION SHS ETF TR MAR 15 19 $12 (100 SHS)",1.00000,08/16/2018,10/18/2018,"$540.31 ","$381.18 ","$159.13 ",-
NVDA180302P225(3542299TP),"PUT (NVDA) NVIDIA CORP MAR 02 18 $225 (100 SHS)",2.00000,03/02/2018,03/02/2018,"$249.66 ","$16.08 ","$233.58 ",-
NVDA180309P235(3565859HF),"PUT (NVDA) NVIDIA CORP MAR 09 18 $235 (100 SHS)",1.00000,03/02/2018,03/05/2018,"$839.34 ","$383.64 ","$455.70 ",-
NVDA180309P245(3565849BT),"PUT (NVDA) NVIDIA CORP MAR 09 18 $245 (100 SHS)",1.00000,03/02/2018,03/05/2018,"$1249.33 ","$1050.64 ","$198.69 ",-
NVDA181109P212.5(3912919DD),"PUT (NVDA) NVIDIA CORP NOV 09 18 $212.5 (100 SHS)",1.00000,11/01/2018,11/06/2018,"$1094.35 ","$557.63 ","$536.72 ",-
NXTD(67091J206),"NXT ID INC COM NEW",450.00000,12/21/2017,01/12/2018,"$1308.51 ","$2427.23 ","($1118.72)",-
,,,,Wash Sale,"$0.00 ","($1118.72)","$1118.72 ",-
NXTD180316P2.5(3560499XX),"PUT (NXTD) NXT ID INC COM NEW MAR 16 18 $2.5 (100 SHS)",75.00000,03/05/2018,03/16/2018,"$709.64 ","$0.00 ","$709.64 ",-
NXTD180316P2.5(3560499XX),"PUT (NXTD) NXT ID INC COM NEW MAR 16 18 $2.5 (100 SHS)",15.00000,03/05/2018,03/15/2018,"$141.93 ","$75.57 ","$66.36 ",-
NXTD180316P2.5(3560499XX),"PUT (NXTD) NXT ID INC COM NEW MAR 16 18 $2.5 (100 SHS)",8.00000,03/05/2018,03/15/2018,"$75.70 ","$200.30 ","($124.60)",-
NXTD180316P2.5(3560499XX),"PUT (NXTD) NXT ID INC COM NEW MAR 16 18 $2.5 (100 SHS)",2.00000,03/05/2018,03/15/2018,"$18.92 ","$45.03 ","($26.11)",-
OTIV(M8791A109),"ON TRACK INNOVATION LTD 1 FOR 10 REV SPLIT INTO SAME CUSIP EFFECTIVE DATE06/17/02 ISIN #IL0010834682",1000.00000,12/18/2017,01/04/2018,"$1502.19 ","$2225.55 ","($723.36)",-
OTIV(M8791A109),"ON TRACK INNOVATION LTD 1 FOR 10 REV SPLIT INTO SAME CUSIP EFFECTIVE DATE06/17/02 ISIN #IL0010834682",1000.00000,12/18/2017,01/04/2018,"$1502.19 ","$1841.25 ","($339.06)",-
PIXY(82452L104),"SHIFTPIXY INC COM",1000.00000,12/18/2017,01/04/2018,"$3070.77 ","$4281.25 ","($1210.48)",-
PTI(74373B109),"PROTEOSTASIS THERAPEUTICS INC COM",200.00000,03/19/2018,05/07/2018,"$1017.82 ","$1405.98 ","($388.16)",-
PTI(74373B109),"PROTEOSTASIS THERAPEUTICS INC COM",1000.00000,03/13/2018,03/15/2018,"$7005.88 ","$6804.95 ","$200.93 ",-
PYPL(70450Y103),"PAYPAL HLDGS INC COM",200.00000,10/12/2018,10/16/2018,"$16009.88 ","$15921.28 ","$88.60 ",-
PYPL190118C100(3431929EY),"CALL (PYPL) PAYPAL HLDGS INC COMJAN 18 19 $100 (100 SHS)",1.00000,07/23/2018,09/13/2018,"$320.82 ","$333.64 ","($12.82)",-
,,,,Wash Sale,"$0.00 ","($12.82)","$12.82 ",-
PYPL190118C100(3431929EY),"CALL (PYPL) PAYPAL HLDGS INC COMJAN 18 19 $100 (100 SHS)",4.00000,07/25/2018,09/13/2018,"$1283.26 ","$1663.70 ","($380.44)",-
,,,,Wash Sale,"$0.00 ","($380.44)","$380.44 ",-
PYPL190118C100(3431929EY),"CALL (PYPL) PAYPAL HLDGS INC COMJAN 18 19 $100 (100 SHS)",5.00000,07/26/2018,09/13/2018,"$1604.08 ","$1758.39 ","($154.31)",-
,,,,Wash Sale,"$0.00 ","($154.31)","$154.31 ",-
PYPL190118C82.5(3464629OM),"CALL (PYPL) PAYPAL HLDGS INC COMJAN 18 19 $82.5 (100 SHS)",1.00000,07/30/2018,08/21/2018,"$820.35 ","$690.64 ","$129.71 ",-
PYPL190118P95(3409439EY),"PUT (PYPL) PAYPAL HLDGS INC COMJAN 18 19 $95 (100 SHS)",2.00000,10/17/2018,10/23/2018,"$3043.64 ","$2218.32 ","$825.32 ",-
PZZA181019C45(3599669CA),"CALL (PZZA) PAPA JOHNS INTL INC OCT 19 18 $45 (100 SHS)",1.00000,08/09/2018,08/16/2018,"$259.36 ","$227.18 ","$32.18 ",-
PZZA181019C45(3599669CA),"CALL (PZZA) PAPA JOHNS INTL INC OCT 19 18 $45 (100 SHS)",9.00000,08/09/2018,08/16/2018,"$2369.80 ","$2044.61 ","$325.19 ",-
QCP180420C17.5(3599679WQ),"CALL (QCP) QUALITY CARE PPTYS APR 20 18 $17.5 (100 SHS)",3.00000,03/02/2018,03/15/2018,"$742.97 ","$157.01 ","$585.96 ",-
QCP180420P17.5(3599679MG),"PUT (QCP) QUALITY CARE PPTYS APR 20 18 $17.5 (100 SHS)",1.00000,03/02/2018,03/06/2018,"$227.35 ","$170.64 ","$56.71 ",-
RIG180921C11.5(3836669WU),"CALL (RIG) TRANSOCEAN LIMITED SEP 21 18 $11.5 (100 SHS)",10.00000,08/20/2018,08/28/2018,"$598.20 ","$471.79 ","$126.41 ",-
RKDA(039014204),"ARCADIA BIOSCIENCES INC COM NEW",43.00000,03/15/2018,06/21/2018,"$306.74 ","$1980.13 ","($1673.39)",-
RKDA(039014204),"ARCADIA BIOSCIENCES INC COM NEW",57.00000,03/15/2018,06/21/2018,"$447.44 ","$2624.82 ","($2177.38)",-
RKDA(039014204),"ARCADIA BIOSCIENCES INC COM NEW",47.00000,03/19/2018,06/21/2018,"$368.94 ","$2055.85 ","($1686.91)",-
RKDA(039014204),"ARCADIA BIOSCIENCES INC COM NEW",5.00000,03/19/2018,06/21/2018,"$39.25 ","$218.62 ","($179.37)",-
RKDA(039014204),"ARCADIA BIOSCIENCES INC COM NEW",48.00000,03/19/2018,06/21/2018,"$376.79 ","$2098.75 ","($1721.96)",-
RKDA(039014204),"ARCADIA BIOSCIENCES INC COM NEW",100.00000,03/21/2018,06/21/2018,"$784.99 ","$3803.95 ","($3018.96)",-
RKDA(039014204),"ARCADIA BIOSCIENCES INC COM NEW",100.00000,03/21/2018,06/21/2018,"$784.99 ","$3490.76 ","($2705.77)",-
RKDA(039014204),"ARCADIA BIOSCIENCES INC COM NEW",100.00000,03/23/2018,06/21/2018,"$784.99 ","$3211.92 ","($2426.93)",-
RKDA(039014204),"ARCADIA BIOSCIENCES INC COM NEW",75.00000,05/15/2018,06/21/2018,"$588.75 ","$913.13 ","($324.38)",-
ROKU180427C37.5(3622989CU),"CALL (ROKU) ROKU INC COM CL A APR 27 18 $37.5 (100 SHS)",5.00000,03/28/2018,04/27/2018,"$0.00 ","$258.39 ","($258.39)",-
SNAP180928C12.5(3822519XR),"CALL (SNAP) SNAP INC CL A SEP 28 18 $12.5 (100 SHS)",5.00000,08/14/2018,09/28/2018,"$0.00 ","$388.37 ","($388.37)",-
SNAP180928C12.5(3822519XR),"CALL (SNAP) SNAP INC CL A SEP 28 18 $12.5 (100 SHS)",5.00000,08/16/2018,09/28/2018,"$0.00 ","$328.37 ","($328.37)",-
SNAP180928C12.5(3822519XR),"CALL (SNAP) SNAP INC CL A SEP 28 18 $12.5 (100 SHS)",10.00000,08/20/2018,09/28/2018,"$0.00 ","$311.79 ","($311.79)",-
SNAP180928C12.5(3822519XR),"CALL (SNAP) SNAP INC CL A SEP 28 18 $12.5 (100 SHS)",10.00000,08/22/2018,09/28/2018,"$0.00 ","$220.84 ","($220.84)",-
SNAP180928C12.5(3822519XR),"CALL (SNAP) SNAP INC CL A SEP 28 18 $12.5 (100 SHS)",30.00000,08/30/2018,09/28/2018,"$0.00 ","$316.03 ","($316.03)",-
SNAP180928C12.5(3822519XR),"CALL (SNAP) SNAP INC CL A SEP 28 18 $12.5 (100 SHS)",40.00000,09/05/2018,09/28/2018,"$0.00 ","$211.37 ","($211.37)",-
SQ180928C73.5(3822619CY),"CALL (SQ) SQUARE INC CL A SEP 28 18 $73.5 (100 SHS)",3.00000,08/13/2018,08/21/2018,"$1404.95 ","$1342.00 ","$62.95 ",-
SQ180928C73.5(3822619CY),"CALL (SQ) SQUARE INC CL A SEP 28 18 $73.5 (100 SHS)",2.00000,08/16/2018,08/21/2018,"$936.64 ","$748.32 ","$188.32 ",-
SQ181012P86.5(3851359RL),"PUT (SQ) SQUARE INC CL A OCT 12 18 $86.5 (100 SHS)",2.00000,10/08/2018,10/09/2018,"$552.15 ","$510.32 ","$41.83 ",-
SQ181012P86.5(3851359RL),"PUT (SQ) SQUARE INC CL A OCT 12 18 $86.5 (100 SHS)",2.00000,10/08/2018,10/09/2018,"$552.14 ","$406.32 ","$145.82 ",-
SQ181221P120(3851359WW),"PUT (SQ) SQUARE INC CL A DEC 21 18 $120 (100 SHS)",1.00000,10/01/2018,10/02/2018,"$2508.33 ","$2390.63 ","$117.70 ",-
SQ190118C100(3765289IG),"CALL (SQ) SQUARE INC CL A JAN 18 19 $100 (100 SHS)",5.00000,09/11/2018,09/28/2018,"$5126.56 ","$3683.37 ","$1443.19 ",-
SSC180119C5(3524009TR),"CALL (SSC) SEVEN STARS CLOUD JAN 19 18 $5 (100 SHS)",10.00000,01/02/2018,01/19/2018,"$0.00 ","$811.87 ","($811.87)",-
SSC180216C5(3524009PN),"CALL (SSC) SEVEN STARS CLOUD FEB 16 18 $5 (100 SHS)",13.00000,01/29/2018,02/16/2018,"$184.93 ","$0.00 ","$184.93 ",-
SSC180216C5(3524009PN),"CALL (SSC) SEVEN STARS CLOUD FEB 16 18 $5 (100 SHS)",20.00000,01/29/2018,02/16/2018,"$381.21 ","$0.00 ","$381.21 ",-
SSC180216C5(3524009PN),"CALL (SSC) SEVEN STARS CLOUD FEB 16 18 $5 (100 SHS)",47.00000,01/29/2018,02/13/2018,"$668.60 ","$476.73 ","$191.87 ",-
SSC180316P2.5(3559389VV),"PUT (SSC) SEVEN STARS CLOUD MAR 16 18 $2.5 (100 SHS)",17.00000,02/23/2018,03/06/2018,"$1173.33 ","$1444.64 ","($271.31)",-
SSC180420P2.5(3524009FB),"PUT (SSC) SEVEN STARS CLOUD APR 20 18 $2.5 (100 SHS)",2.00000,03/27/2018,03/28/2018,"$113.91 ","$142.37 ","($28.46)",-
SSC180420P2.5(3524009FB),"PUT (SSC) SEVEN STARS CLOUD APR 20 18 $2.5 (100 SHS)",8.00000,03/27/2018,03/28/2018,"$469.53 ","$569.46 ","($99.93)",-
SYMC200117C20(3392949LL),"CALL (SYMC) SYMANTEC CORP JAN 17 20 $20 (100 SHS)",5.00000,08/16/2018,10/10/2018,"$1501.61 ","$1463.37 ","$38.24 ",-
TAOP(G8675V101),"TAOPING INC COM ISIN #VGG8675V1013",500.00000,01/19/2018,01/22/2018,"$1495.01 ","$1428.39 ","$66.62 ",-
TEUM(69946T207),"PARETEUM CORP COM NEW",200.00000,01/03/2018,01/04/2018,"$592.03 ","$626.33 ","($34.30)",-
TEUM(69946T207),"PARETEUM CORP COM NEW",2800.00000,01/03/2018,01/04/2018,"$8345.20 ","$8768.62 ","($423.42)",-
TEUM(69946T207),"PARETEUM CORP COM NEW",2000.00000,12/29/2017,01/03/2018,"$6123.50 ","$4583.75 ","$1539.75 ",-
TNDM(875372203),"TANDEM DIABETES CAREINC COM NEW",500.00000,04/12/2018,04/16/2018,"$3779.96 ","$3349.95 ","$430.01 ",-
TNDM(875372203),"TANDEM DIABETES CAREINC COM NEW",100.00000,04/09/2018,04/11/2018,"$744.00 ","$558.82 ","$185.18 ",-
TNDM(875372203),"TANDEM DIABETES CAREINC COM NEW",100.00000,04/09/2018,04/11/2018,"$744.00 ","$562.95 ","$181.05 ",-
TNDM(875372203),"TANDEM DIABETES CAREINC COM NEW",300.00000,04/09/2018,04/11/2018,"$2231.99 ","$1675.65 ","$556.34 ",-
TNDM(875372203),"TANDEM DIABETES CAREINC COM NEW",100.00000,04/09/2018,04/11/2018,"$744.00 ","$562.95 ","$181.05 ",-
TNDM(875372203),"TANDEM DIABETES CAREINC COM NEW",100.00000,04/09/2018,04/11/2018,"$744.00 ","$572.95 ","$171.05 ",-
TNDM(875372203),"TANDEM DIABETES CAREINC COM NEW",200.00000,04/10/2018,04/11/2018,"$1487.99 ","$1420.99 ","$67.00 ",-
TNDM(875372203),"TANDEM DIABETES CAREINC COM NEW",100.00000,04/10/2018,04/11/2018,"$743.99 ","$708.00 ","$35.99 ",-
TNDM180615P12.5(3682469BX),"PUT (TNDM) TANDEM DIABETES CAREJUN 15 18 $12.5 (100 SHS)",5.00000,05/15/2018,05/30/2018,"$741.59 ","$242.67 ","$498.92 ",-
TNDM180615P12.5(3682469BX),"PUT (TNDM) TANDEM DIABETES CAREJUN 15 18 $12.5 (100 SHS)",1.00000,05/16/2018,05/30/2018,"$144.35 ","$48.53 ","$95.82 ",-
TNDM180615P12.5(3682469BX),"PUT (TNDM) TANDEM DIABETES CAREJUN 15 18 $12.5 (100 SHS)",4.00000,05/16/2018,05/30/2018,"$712.28 ","$194.13 ","$518.15 ",-
TNDM180615P15(3682469MI),"PUT (TNDM) TANDEM DIABETES CAREJUN 15 18 $15 (100 SHS)",10.00000,05/30/2018,06/08/2018,"$1518.15 ","$603.68 ","$914.47 ",-
TNDM180615P15(3682469MI),"PUT (TNDM) TANDEM DIABETES CAREJUN 15 18 $15 (100 SHS)",5.00000,05/31/2018,06/08/2018,"$816.59 ","$301.84 ","$514.75 ",-
TNDM180720C22.5(3719529IE),"CALL (TNDM) TANDEM DIABETES CAREJUL 20 18 $22.5 (100 SHS)",5.00000,06/18/2018,06/25/2018,"$1591.58 ","$743.39 ","$848.19 ",-
TNDM180720C25(3737469CW),"CALL (TNDM) TANDEM DIABETES CAREJUL 20 18 $25 (100 SHS)",10.00000,06/22/2018,07/17/2018,"$2991.43 ","$2761.83 ","$229.60 ",-
TNDM180720C25(3737469CW),"CALL (TNDM) TANDEM DIABETES CAREJUL 20 18 $25 (100 SHS)",10.00000,06/22/2018,07/17/2018,"$2991.43 ","$2011.83 ","$979.60 ",-
TNDM180720C25(3737469CW),"CALL (TNDM) TANDEM DIABETES CAREJUL 20 18 $25 (100 SHS)",5.00000,07/06/2018,07/17/2018,"$1495.72 ","$658.39 ","$837.33 ",-
TNDM180720C25(3737469CW),"CALL (TNDM) TANDEM DIABETES CAREJUL 20 18 $25 (100 SHS)",5.00000,07/12/2018,07/17/2018,"$1495.72 ","$918.39 ","$577.33 ",-
TNDM180720P22.5(3719529CY),"PUT (TNDM) TANDEM DIABETES CAREJUL 20 18 $22.5 (100 SHS)",10.00000,06/15/2018,06/21/2018,"$4208.11 ","$3879.83 ","$328.28 ",-
TNDM180720P25(3737469BV),"PUT (TNDM) TANDEM DIABETES CAREJUL 20 18 $25 (100 SHS)",7.00000,06/22/2018,07/09/2018,"$3141.68 ","$2832.55 ","$309.13 ",-
TNDM180720P25(3737469BV),"PUT (TNDM) TANDEM DIABETES CAREJUL 20 18 $25 (100 SHS)",10.00000,06/22/2018,06/27/2018,"$3178.12 ","$4510.68 ","($1332.56)",-
,,,,Wash Sale,"$0.00 ","($932.79)","$932.79 ",-
TNDM180720P25(3737469BV),"PUT (TNDM) TANDEM DIABETES CAREJUL 20 18 $25 (100 SHS)",3.00000,06/26/2018,06/27/2018,"$1346.43 ","$1353.21 ","($6.78)",-
TNDM180817P25(3737469XT),"PUT (TNDM) TANDEM DIABETES CAREAUG 17 18 $25 (100 SHS)",10.00000,06/20/2018,06/25/2018,"$6488.08 ","$5211.83 ","$1276.25 ",-
TNDM180817P29(3789019XT),"PUT (TNDM) TANDEM DIABETES CAREAUG 17 18 $29 (100 SHS)",1.00000,07/30/2018,08/06/2018,"$544.35 ","$84.98 ","$459.37 ",-
TNDM181019P49.5(3884629EA),"PUT (TNDM) TANDEM DIABETES CAREOCT 19 18 $49.5 (100 SHS)",1.00000,10/01/2018,10/17/2018,"$919.30 ","$1028.16 ","($108.86)",-
TNDM181019P49.5(3884629EA),"PUT (TNDM) TANDEM DIABETES CAREOCT 19 18 $49.5 (100 SHS)",1.00000,10/08/2018,10/17/2018,"$1594.34 ","$1028.16 ","$566.18 ",-
TNDM181026P40(3864549NJ),"PUT (TNDM) TANDEM DIABETES CAREOCT 26 18 $40 (100 SHS)",1.00000,10/02/2018,10/19/2018,"$634.36 ","$320.68 ","$313.68 ",-
TNDM181026P40(3864549NJ),"PUT (TNDM) TANDEM DIABETES CAREOCT 26 18 $40 (100 SHS)",2.00000,10/10/2018,10/19/2018,"$1293.66 ","$641.37 ","$652.29 ",-
TNDM181102P45(3864569LF),"PUT (TNDM) TANDEM DIABETES CARENOV 02 18 $45 (100 SHS)",3.00000,10/19/2018,11/01/2018,"$2155.97 ","$1717.00 ","$438.97 ",-
TNDM181116C17.5(3727019CW),"CALL (TNDM) TANDEM DIABETES CARENOV 16 18 $17.5 (100 SHS)",1.00000,07/27/2018,08/14/2018,"$1639.34 ","$935.64 ","$703.70 ",-
TNDM181116C17.5(3727019CW),"CALL (TNDM) TANDEM DIABETES CARENOV 16 18 $17.5 (100 SHS)",3.00000,07/23/2018,08/02/2018,"$4494.17 ","$3571.01 ","$923.16 ",-
TNDM181116C17.5(3727019CW),"CALL (TNDM) TANDEM DIABETES CARENOV 16 18 $17.5 (100 SHS)",1.00000,07/24/2018,08/02/2018,"$1498.06 ","$1005.64 ","$492.42 ",-
TNDM181116P22.5(3727019VP),"PUT (TNDM) TANDEM DIABETES CARENOV 16 18 $22.5 (100 SHS)",10.00000,06/06/2018,06/18/2018,"$8358.06 ","$7811.83 ","$546.23 ",-
TOPS(Y8897Y800),"TOP SHIPS INC SHS NEW 2018 ISIN #MHY8897Y8007",600.00000,03/23/2018,03/27/2018,"$1543.01 ","$1262.97 ","$280.04 ",-
TOPS(Y8897Y800),"TOP SHIPS INC SHS NEW 2018 ISIN #MHY8897Y8007",400.00000,03/23/2018,03/27/2018,"$1029.97 ","$841.98 ","$187.99 ",-
TRXC(89366M201),"TRANSENTERIX INC",100.00000,08/17/2018,08/24/2018,"$529.53 ","$495.60 ","$33.93 ",-
TRXC180119C4(3264199PJ),"CALL (TRXC) TRANSENTERIX INC JAN 19 18 $4 (100 SHS)",10.00000,10/16/2017,01/19/2018,"$0.00 ","$511.87 ","($511.87)",-
TRXC180420C5(3435589RN),"CALL (TRXC) TRANSENTERIX INC APR 20 18 $5 (100 SHS)",20.00000,10/17/2017,04/20/2018,"$0.00 ","$2038.78 ","($2038.78)",-
TRXC180420C5(3435589RN),"CALL (TRXC) TRANSENTERIX INC APR 20 18 $5 (100 SHS)",10.00000,10/24/2017,04/20/2018,"$0.00 ","$511.87 ","($511.87)",-
TRXC180921C6(3801169RL),"CALL (TRXC) TRANSENTERIX INC SEP 21 18 $6 (100 SHS)",10.00000,07/26/2018,09/20/2018,"$441.50 ","$661.83 ","($220.33)",-
TRXC180921C6(3801169RL),"CALL (TRXC) TRANSENTERIX INC SEP 21 18 $6 (100 SHS)",20.00000,08/22/2018,09/20/2018,"$883.00 ","$498.64 ","$384.36 ",-
TRXC180921C8(3801169DX),"CALL (TRXC) TRANSENTERIX INC SEP 21 18 $8 (100 SHS)",10.00000,07/26/2018,08/14/2018,"$243.11 ","$50.34 ","$192.77 ",-
TSLA180817C352.5(3817929DX),"CALL (TSLA) TESLA INC COM AUG 17 18 $352.5 (100 SHS)",1.00000,08/07/2018,08/09/2018,"$1344.35 ","$1353.63 ","($9.28)",-
TSLA180817C360(3699549DB),"CALL (TSLA) TESLA INC COM AUG 17 18 $360 (100 SHS)",5.00000,08/09/2018,08/13/2018,"$5491.55 ","$5008.37 ","$483.18 ",-
TWTR180209P32.5(3575049WU),"PUT (TWTR) TWITTER INC COM FEB 09 18 $32.5 (100 SHS)",1.00000,02/08/2018,02/09/2018,"$246.35 ","$146.64 ","$99.71 ",-
TWTR180309P32.5(3575049XV),"PUT (TWTR) TWITTER INC COM MAR 09 18 $32.5 (100 SHS)",5.00000,02/09/2018,02/12/2018,"$1416.57 ","$1183.39 ","$233.18 ",-
VHC(92823T108),"VIRNETX HLDG CORP COM",100.00000,10/16/2017,01/04/2018,"$372.02 ","$900.45 ","($528.43)",-
