Symbol(CUSIP),Security Description,Quantity,Date Acquired,Date Sold,Proceeds,Cost Basis,Short Term Gain/Loss,Long Term Gain/Loss
MNK(G5785G107),"MALLINCKRODT PLC USD0.20",100.00000,04/09/2014,04/28/2014,"$6914.89 ","$6727.94 ","$186.95 ",-
MSFT(594918104),"MICROSOFT CORP",44.00000,08/29/2013,12/31/2014,"$2072.36 ","$1452.88 ",-,"$619.48 "
MSFT(594918104),"MICROSOFT CORP",6.00000,09/03/2013,12/31/2014,"$282.59 ","$200.40 ",-,"$82.19 "
MSFT(594918104),"MICROSOFT CORP",86.00000,09/03/2013,12/31/2014,"$4050.52 ","$2872.40 ",-,"$1178.12 "
MSFT(594918104),"MICROSOFT CORP",92.00000,09/03/2013,12/31/2014,"$4333.12 ","$3072.80 ",-,"$1260.32 "
MSFT(594918104),"MICROSOFT CORP",68.00000,09/03/2013,11/13/2014,"$3334.17 ","$2271.20 ",-,"$1062.97 "
MSFT160115C50(1868429FF),"CALL (MSFT) MICROSOFT CORP JAN 15 16 $50 (100 SHS)",9.00000,09/08/2014,10/23/2014,"$2234.95 ","$1824.00 ","$410.95 ",-
MSFT160115C50(1868429FF),"CALL (MSFT) MICROSOFT CORP JAN 15 16 $50 (100 SHS)",8.00000,07/16/2014,08/01/2014,"$1385.73 ","$1350.22 ","$35.51 ",-
MSFT160115C55(1935129EA),"CALL (MSFT) MICROSOFT CORP JAN 15 16 $55 (100 SHS)",3.00000,09/08/2014,10/23/2014,"$397.69 ","$310.30 ","$87.39 ",-
NFLX140816P442.5(2086919KK),"PUT (NFLX) NETFLIX COM INC AUG 16 14 $442.5 (100 SHS)",1.00000,08/11/2014,08/15/2014,"$0.00 ","$133.98 ","($133.98)",-
QCOR(74835Y101),"QUESTCOR PHAR INC *EXCHANGED FOR CASH AT $30.00 PER SHARE AND 0.897 OF CUSIP G5785G107*",1.00000,02/03/2014,04/08/2014,"$80.76 ","$63.22 ","$17.54 ",-
QCOR(74835Y101),"QUESTCOR PHAR INC *EXCHANGED FOR CASH AT $30.00 PER SHARE AND 0.897 OF CUSIP G5785G107*",99.00000,03/13/2014,04/08/2014,"$7995.09 ","$6137.65 ","$1857.44 ",-
QCOR(74835Y101),"QUESTCOR PHAR INC *EXCHANGED FOR CASH AT $30.00 PER SHARE AND 0.897 OF CUSIP G5785G107*",100.00000,03/24/2014,04/08/2014,"$8075.84 ","$6057.95 ","$2017.89 ",-
QCOR(74835Y101),"QUESTCOR PHAR INC *EXCHANGED FOR CASH AT $30.00 PER SHARE AND 0.897 OF CUSIP G5785G107*",1.00000,02/03/2014,04/03/2014,"$72.20 ","$73.42 ","($1.22)",-
,,,,Wash Sale,"$0.00 ","($1.22)","$1.22 ",-
QCOR(74835Y101),"QUESTCOR PHAR INC *EXCHANGED FOR CASH AT $30.00 PER SHARE AND 0.897 OF CUSIP G5785G107*",99.00000,02/28/2014,04/03/2014,"$7147.69 ","$6099.38 ","$1048.31 ",-
QCOR(74835Y101),"QUESTCOR PHAR INC *EXCHANGED FOR CASH AT $30.00 PER SHARE AND 0.897 OF CUSIP G5785G107*",100.00000,02/28/2014,04/03/2014,"$7227.84 ","$6160.98 ","$1066.86 ",-
TKMR140920P17.5(1935909BZ),"PUT (TKMR) TEKMIRA SEP 20 14 $17.5 (100 SHS)",1.00000,08/11/2014,09/19/2014,"$0.00 ","$152.98 ","($152.98)",-
TSLA140816P250(2062089RN),"PUT (TSLA) TESLA MOTORS INC COMAUG 16 14 $250 (100 SHS)",1.00000,08/11/2014,08/15/2014,"$0.00 ","$123.98 ","($123.98)",-
YELP140606C68(2012559SM),"CALL (YELP) YELP INC JUN 06 14 $68 (100 SHS)",5.00000,05/01/2014,06/02/2014,"$288.11 ","$2011.88 ","($1723.77)",-
