Symbol(CUSIP),Security Description,Quantity,Date Acquired,Date Sold,Proceeds,Cost Basis,Short Term Gain/Loss,Long Term Gain/Loss
DVAX160115P30(2413289XR),"PUT (DVAX) DYNAVAX TECHNOLOGIESJAN 15 16 $30 (100 SHS)",1.00000,12/29/2015,01/07/2016,"$636.24 ","$340.77 ","$295.47 ",-
DVAX160115P30(2413289XR),"PUT (DVAX) DYNAVAX TECHNOLOGIESJAN 15 16 $30 (100 SHS)",1.00000,12/29/2015,01/07/2016,"$631.24 ","$340.76 ","$290.48 ",-
ESRX160429P73.5(2748939AY),"PUT (ESRX) EXPRESS SCRIPTS HLDGAPR 29 16 $73.5 (100 SHS)",3.00000,04/25/2016,04/29/2016,"$0.00 ","$424.32 ","($424.32)",-
ESRX160429P73.5(2748939AY),"PUT (ESRX) EXPRESS SCRIPTS HLDGAPR 29 16 $73.5 (100 SHS)",2.00000,04/26/2016,04/29/2016,"$0.00 ","$184.88 ","($184.88)",-
ESRX160429P73.5(2748939AY),"PUT (ESRX) EXPRESS SCRIPTS HLDGAPR 29 16 $73.5 (100 SHS)",5.00000,04/26/2016,04/29/2016,"$0.00 ","$301.90 ","($301.90)",-
ESRX160429P73.5(2748939AY),"PUT (ESRX) EXPRESS SCRIPTS HLDGAPR 29 16 $73.5 (100 SHS)",10.00000,04/27/2016,04/29/2016,"$0.00 ","$88.35 ","($88.35)",-
FITB160219C20(2434819CY),"CALL (FITB) FIFTH THIRD BANCORP FEB 19 16 $20 (100 SHS)",10.00000,12/08/2015,02/19/2016,"$0.00 ","$945.87 ","($945.87)",-
FITB160219C20(2434819CY),"CALL (FITB) FIFTH THIRD BANCORP FEB 19 16 $20 (100 SHS)",20.00000,01/04/2016,02/19/2016,"$0.00 ","$1083.78 ","($1083.78)",-
FIT160415C13(2725649BB),"CALL (FIT) FITBIT INC CL A APR 15 16 $13 (100 SHS)",10.00000,03/08/2016,03/21/2016,"$1984.10 ","$1425.85 ","$558.25 ",-
GOOGL160219C800(2626129GE),"CALL (GOOGL) ALPHABET INC CAP STKFEB 19 16 $800 (100 SHS)",1.00000,02/02/2016,02/03/2016,"$350.25 ","$1270.74 ","($920.49)",-
GOOGL160219C800(2626129GE),"CALL (GOOGL) ALPHABET INC CAP STKFEB 19 16 $800 (100 SHS)",1.00000,01/25/2016,02/02/2016,"$2241.21 ","$775.74 ","$1465.47 ",-
GOOGL160520C900(2779589FB),"CALL (GOOGL) ALPHABET INC CAP STKMAY 20 16 $900 (100 SHS)",20.00000,04/11/2016,05/20/2016,"$0.00 ","$823.76 ","($823.76)",-
GOOGL160520C900(2779589FB),"CALL (GOOGL) ALPHABET INC CAP STKMAY 20 16 $900 (100 SHS)",10.00000,04/21/2016,05/20/2016,"$0.00 ","$925.85 ","($925.85)",-
GWPH160115P80(2165769IE),"PUT (GWPH) GW PHARMACEUTICALS JAN 15 16 $80 (100 SHS)",1.00000,12/16/2015,01/12/2016,"$1265.20 ","$2428.74 ","($1163.54)",-
GWPH160115P80(2165769IE),"PUT (GWPH) GW PHARMACEUTICALS JAN 15 16 $80 (100 SHS)",1.00000,12/16/2015,01/12/2016,"$1265.19 ","$2408.74 ","($1143.55)",-
GWPH160115P80(2165769IE),"PUT (GWPH) GW PHARMACEUTICALS JAN 15 16 $80 (100 SHS)",1.00000,12/16/2015,01/05/2016,"$1265.19 ","$1208.74 ","$56.45 ",-
HD160304C133(2704049KI),"CALL (HD) HOME DEPOT INC COM MAR 04 16 $133 (100 SHS)",100.00000,02/22/2016,03/04/2016,"$0.00 ","$1886.99 ","($1886.99)",-
HD160415C130(2686019NJ),"CALL (HD) HOME DEPOT INC COM APR 15 16 $130 (100 SHS)",5.00000,02/22/2016,02/24/2016,"$852.06 ","$881.90 ","($29.84)",-
HD160415C130(2686019NJ),"CALL (HD) HOME DEPOT INC COM APR 15 16 $130 (100 SHS)",5.00000,02/22/2016,02/24/2016,"$852.05 ","$801.90 ","$50.15 ",-
HGEN(444863104),"HUMANIGEN INC COM",100.00000,11/23/2015,01/14/2016,"$317.04 ","$3907.95 ","($3590.91)",-
HYH160520P25(2760029FB),"PUT (HYH) HALYARD HEALTH INC MAY 20 16 $25 (100 SHS)",5.00000,04/29/2016,05/20/2016,"$0.00 ","$1006.90 ","($1006.90)",-
HYH160520P25(2760029FB),"PUT (HYH) HALYARD HEALTH INC MAY 20 16 $25 (100 SHS)",5.00000,05/02/2016,05/20/2016,"$0.00 ","$411.90 ","($411.90)",-
HYH160520P25(2760029FB),"PUT (HYH) HALYARD HEALTH INC MAY 20 16 $25 (100 SHS)",10.00000,05/05/2016,05/20/2016,"$0.00 ","$210.40 ","($210.40)",-
HYH160520P25(2760029FB),"PUT (HYH) HALYARD HEALTH INC MAY 20 16 $25 (100 SHS)",10.00000,05/12/2016,05/20/2016,"$0.00 ","$199.90 ","($199.90)",-
ICPT160506P140(2771199IG),"PUT (ICPT) INTERCEPT MAY 06 16 $140 (100 SHS)",1.00000,05/04/2016,05/06/2016,"$389.25 ","$369.74 ","$19.51 ",-
IDTI160115C35(2199369BZ),"CALL (IDTI) INTEGRATED DEVICE JAN 15 16 $35 (100 SHS)",22.00000,02/06/2015,01/15/2016,"$0.00 ","$1235.23 ","($1235.23)",-
JWN160520P35(2760909XV),"PUT (JWN) NORDSTROM INC COM MAY 20 16 $35 (100 SHS)",10.00000,05/12/2016,05/20/2016,"$0.00 ","$88.35 ","($88.35)",-
NUGT(25490K570),"DIREXION SHS ETF TR DLY GOLD BULL 3X 1 FOR 4 R/S INTO DIREXION SHS ETF TR DLY GOLD MINERS INDEX BULL 3X SHS",50.00000,09/21/2016,10/03/2016,"$894.72 ","$1072.97 ","($178.25)",-
,,,,Wash Sale,"$0.00 ","($178.25)","$178.25 ",-
NUGT160408C53(2738199PN),"CALL (NUGT) DIREXION SHS ETF TR APR 08 16 $53 (100 SHS)",1.00000,04/01/2016,04/07/2016,"$1191.23 ","$503.74 ","$687.49 ",-
NUGT160930P20(2952439II),"PUT (NUGT) DIREXION SHS ETF TR SEP 30 16 $20 (100 SHS)",1.00000,09/23/2016,09/30/2016,"$125.00 ","$118.99 ","$6.01 ",-
ORCL160318C39(2471669QQ),"CALL (ORCL) ORACLE CORP COM MAR 18 16 $39 (100 SHS)",30.00000,01/05/2016,03/01/2016,"$1324.27 ","$1111.70 ","$212.57 ",-
ORCL160318C39(2471669QQ),"CALL (ORCL) ORACLE CORP COM MAR 18 16 $39 (100 SHS)",30.00000,01/06/2016,03/01/2016,"$1324.27 ","$1231.70 ","$92.57 ",-
ORCL160318C39(2471669QQ),"CALL (ORCL) ORACLE CORP COM MAR 18 16 $39 (100 SHS)",40.00000,01/06/2016,03/01/2016,"$1765.69 ","$1519.62 ","$246.07 ",-
ORCL160318C39(2471669QQ),"CALL (ORCL) ORACLE CORP COM MAR 18 16 $39 (100 SHS)",10.00000,02/02/2016,03/01/2016,"$441.42 ","$241.90 ","$199.52 ",-
ORCL160318C39(2471669QQ),"CALL (ORCL) ORACLE CORP COM MAR 18 16 $39 (100 SHS)",10.00000,02/23/2016,03/01/2016,"$441.43 ","$273.40 ","$168.03 ",-
ORCL160318P38.5(2729629BX),"PUT (ORCL) ORACLE CORP COM MAR 18 16 $38.5 (100 SHS)",2.00000,03/14/2016,03/18/2016,"$0.00 ","$174.38 ","($174.38)",-
PANW160318C145(2471759OI),"CALL (PANW) PALO ALTO NETWORKS MAR 18 16 $145 (100 SHS)",1.00000,02/02/2016,02/03/2016,"$806.24 ","$948.74 ","($142.50)",-
PANW160415C160(2729749TT),"CALL (PANW) PALO ALTO NETWORKS APR 15 16 $160 (100 SHS)",4.00000,04/01/2016,04/15/2016,"$0.00 ","$2103.11 ","($2103.11)",-
PANW160415C160(2729749TT),"CALL (PANW) PALO ALTO NETWORKS APR 15 16 $160 (100 SHS)",6.00000,04/07/2016,04/15/2016,"$0.00 ","$894.69 ","($894.69)",-
PANW160513C135(2779039BX),"CALL (PANW) PALO ALTO NETWORKS MAY 13 16 $135 (100 SHS)",1.00000,05/06/2016,05/10/2016,"$591.24 ","$360.74 ","$230.50 ",-
PANW160513C155(2777039VP),"CALL (PANW) PALO ALTO NETWORKS MAY 13 16 $155 (100 SHS)",10.00000,05/05/2016,05/13/2016,"$0.00 ","$199.90 ","($199.90)",-
PDS160415C5(2729849MK),"CALL (PDS) PRECISION DRILLING APR 15 16 $5 (100 SHS)",25.00000,03/11/2016,04/15/2016,"$0.00 ","$1023.74 ","($1023.74)",-
PDS160415C5(2729849MK),"CALL (PDS) PRECISION DRILLING APR 15 16 $5 (100 SHS)",16.00000,03/18/2016,04/15/2016,"$0.00 ","$492.51 ","($492.51)",-
PDS160415C5(2729849MK),"CALL (PDS) PRECISION DRILLING APR 15 16 $5 (100 SHS)",9.00000,03/18/2016,04/15/2016,"$0.00 ","$257.97 ","($257.97)",-
PDS160415C5(2729849MK),"CALL (PDS) PRECISION DRILLING APR 15 16 $5 (100 SHS)",9.00000,03/11/2016,03/14/2016,"$299.93 ","$368.54 ","($68.61)",-
,,,,Wash Sale,"$0.00 ","($68.61)","$68.61 ",-
PDS160415C5(2729849MK),"CALL (PDS) PRECISION DRILLING APR 15 16 $5 (100 SHS)",16.00000,03/11/2016,03/14/2016,"$499.33 ","$655.19 ","($155.86)",-
,,,,Wash Sale,"$0.00 ","($155.86)","$155.86 ",-
PTCT160318C35(2472339RN),"CALL (PTCT) PTC THERAPEUTICS INCMAR 18 16 $35 (100 SHS)",1.00000,10/16/2015,03/18/2016,"$0.00 ","$848.74 ","($848.74)",-
SHAK160318C46(2731279PP),"CALL (SHAK) SHAKE SHACK INC CL AMAR 18 16 $46 (100 SHS)",5.00000,03/07/2016,03/18/2016,"$0.00 ","$651.90 ","($651.90)",-
SHAK160520P34(2796619DZ),"PUT (SHAK) SHAKE SHACK INC CL AMAY 20 16 $34 (100 SHS)",1.00000,05/12/2016,05/20/2016,"$0.00 ","$187.74 ","($187.74)",-
SPY160318P202.5(2731699MM),"PUT (SPY) SPDR S&P 500 ETF MAR 18 16 $202.5 (100 SHS)",2.00000,03/11/2016,03/18/2016,"$0.00 ","$459.53 ","($459.53)",-
SPY160318P202.5(2731699MM),"PUT (SPY) SPDR S&P 500 ETF MAR 18 16 $202.5 (100 SHS)",1.00000,03/11/2016,03/18/2016,"$0.00 ","$208.74 ","($208.74)",-
SPY160324P202.5(2744639JJ),"PUT (SPY) SPDR S&P 500 ETF MAR 24 16 $202.5 (100 SHS)",5.00000,03/11/2016,03/24/2016,"$342.07 ","$1261.90 ","($919.83)",-
SPY160324P202.5(2744639JJ),"PUT (SPY) SPDR S&P 500 ETF MAR 24 16 $202.5 (100 SHS)",5.00000,03/23/2016,03/24/2016,"$342.06 ","$118.15 ","$223.91 ",-
SWN160617C9(2585719AY),"CALL (SWN) SOUTHWESTERN ENERGY JUN 17 16 $9 (100 SHS)",50.00000,03/01/2016,03/03/2016,"$2702.47 ","$1497.47 ","$1205.00 ",-
TE160219C30(2441199QO),"CALL (TE) TECO ENERGY INC FEB 19 16 $30 (100 SHS)",20.00000,09/08/2015,02/19/2016,"$0.00 ","$108.78 ","($108.78)",-
TLT160506C129(2772519VP),"CALL (TLT) ISHARES TR 20 YR TR MAY 06 16 $129 (100 SHS)",5.00000,04/27/2016,04/29/2016,"$478.08 ","$286.90 ","$191.18 ",-
URBN160415C30(2732929DD),"CALL (URBN) URBAN OUTFITTERS INCAPR 15 16 $30 (100 SHS)",5.00000,03/07/2016,03/08/2016,"$1588.06 ","$466.90 ","$1121.16 ",-
VRX160318C66(2733459CU),"CALL (VRX) VALEANT MAR 18 16 $66 (100 SHS)",5.00000,03/01/2016,03/11/2016,"$3127.01 ","$3321.90 ","($194.89)",-
VRX160318C66(2733459CU),"CALL (VRX) VALEANT MAR 18 16 $66 (100 SHS)",5.00000,03/08/2016,03/11/2016,"$3127.00 ","$2391.90 ","$735.10 ",-
VRX160324P27(2753139CY),"PUT (VRX) VALEANT MAR 24 16 $27 (100 SHS)",3.00000,03/18/2016,03/24/2016,"$0.00 ","$817.32 ","($817.32)",-
VRX160324P27(2753139CY),"PUT (VRX) VALEANT MAR 24 16 $27 (100 SHS)",2.00000,03/18/2016,03/24/2016,"$0.00 ","$539.53 ","($539.53)",-
VRX160324P27(2753139CY),"PUT (VRX) VALEANT MAR 24 16 $27 (100 SHS)",2.00000,03/21/2016,03/24/2016,"$0.00 ","$176.48 ","($176.48)",-
VRX160324P27(2753139CY),"PUT (VRX) VALEANT MAR 24 16 $27 (100 SHS)",2.00000,03/22/2016,03/24/2016,"$0.00 ","$56.03 ","($56.03)",-
VRX160324P27(2753139CY),"PUT (VRX) VALEANT MAR 24 16 $27 (100 SHS)",41.00000,03/23/2016,03/24/2016,"$0.00 ","$132.61 ","($132.61)",-
VRX160401P32.5(2753419MM),"PUT (VRX) VALEANT APR 01 16 $32.5 (100 SHS)",3.00000,03/22/2016,03/29/2016,"$1492.82 ","$889.32 ","$603.50 ",-
VRX160401P32.5(2753419MM),"PUT (VRX) VALEANT APR 01 16 $32.5 (100 SHS)",2.00000,03/23/2016,03/29/2016,"$995.22 ","$285.53 ","$709.69 ",-
VRX160429P34.5(2753409JJ),"PUT (VRX) VALEANT APR 29 16 $34.5 (100 SHS)",3.00000,04/27/2016,04/29/2016,"$292.85 ","$547.32 ","($254.47)",-
VRX160429P34.5(2753409JJ),"PUT (VRX) VALEANT APR 29 16 $34.5 (100 SHS)",2.00000,04/28/2016,04/29/2016,"$195.23 ","$291.53 ","($96.30)",-
VRX160520C75(2630969CA),"CALL (VRX) VALEANT MAY 20 16 $75 (100 SHS)",1.00000,02/22/2016,02/23/2016,"$1741.22 ","$1425.74 ","$315.48 ",-
V160219C85(2659289OM),"CALL (V) VISA INC COM CL A FEB 19 16 $85 (100 SHS)",30.00000,01/05/2016,02/19/2016,"$0.00 ","$781.70 ","($781.70)",-
V160219C85(2659289OM),"CALL (V) VISA INC COM CL A FEB 19 16 $85 (100 SHS)",5.00000,01/05/2016,02/19/2016,"$0.00 ","$113.16 ","($113.16)",-
V160219C85(2659289OM),"CALL (V) VISA INC COM CL A FEB 19 16 $85 (100 SHS)",65.00000,01/05/2016,02/19/2016,"$0.00 ","$1749.41 ","($1749.41)",-
V160219C85(2659289OM),"CALL (V) VISA INC COM CL A FEB 19 16 $85 (100 SHS)",10.00000,01/13/2016,02/19/2016,"$0.00 ","$78.37 ","($78.37)",-
XME160318C21(2476369MM),"CALL (XME) SPDR SER TR MAR 18 16 $21 (100 SHS)",10.00000,03/04/2016,03/17/2016,"$132.59 ","$210.40 ","($77.81)",-
XME160318C21(2476369MM),"CALL (XME) SPDR SER TR MAR 18 16 $21 (100 SHS)",10.00000,03/08/2016,03/17/2016,"$132.59 ","$189.40 ","($56.81)",-
160324P205(2712729BB),"PUT () SPDR S&P 500 ETF MAR 24 16 $205 (100 SHS)",1.00000,03/17/2016,03/23/2016,"$160.23 ","$209.74 ","($49.51)",-
160324P205(2712729BB),"PUT () SPDR S&P 500 ETF MAR 24 16 $205 (100 SHS)",1.00000,03/23/2016,03/23/2016,"$160.23 ","$138.99 ","$21.24 ",-
